Ano de lancamento,Classificacao,Genero,Nome,Plataforma
2014.0,3,10,Pac-Man and the Ghostly Adventures 2,18
2011.0,3,1,PlayStation Move Heroes,5
1995.0,99,5,Daibakushou: Jinsei Gekijou,7
2001.0,99,3,Hamtaro: Ham-Hams Unite!,2
2002.0,0,0,Madden NFL 2003,13
1997.0,99,11,Princess Maker: Yumemiru Yosei,12
2006.0,3,8,Scurge: Hive,3
2013.0,99,9,Injustice: Gods Among Us,9
1996.0,99,9,The King of Fighters '96,23
2007.0,99,5,Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,6
2004.0,2,8,Samurai Jack: The Shadow of Aku,6
2016.0,1,6,Homefront: The Revolution,9
2009.0,1,3,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,4
2007.0,3,3,Dokapon Kingdom,6
2008.0,99,0,Saka-Tsuku DS: Touch and Direct,3
2015.0,0,8,Rory McIlroy PGA Tour,9
2013.0,1,6,Sniper Elite V2,18
2016.0,1,6,Killing Floor 2 ,9
2014.0,99,10,Date A Live: Arusu Install,5
2008.0,0,0,Skate it,0
2003.0,2,6,Medal of Honor: Infiltrator,8
2006.0,0,0,NCAA Football 07,4
2014.0,0,1,LittleBigPlanet 3,9
2001.0,99,1,The Flintstones: Big Trouble in Bedrock,8
2008.0,2,8,Dynasty Warriors 6,6
2006.0,3,7,1701 A.D.,14
2006.0,2,7,The Sims 2: Open for Business,14
2011.0,2,8,Captain America: Super Soldier,5
2007.0,99,0,Nep League DS,3
2011.0,1,6,Operation Flashpoint: Red River,4
1999.0,99,9,Fire ProWrestling G,12
2014.0,99,5,Singstar: Ultimate Party,5
2014.0,99,8,Ratchet & Clank Collection,22
2016.0,2,6,EVE: Valkyrie,9
2006.0,2,7,MechAssault: Phantom War,3
2008.0,99,3,Knights in the Nightmare: DHE Series Special Pack,3
2005.0,99,6,Gundam SEED: Federation vs. Z.A.F.T.,6
2000.0,99,10,Mary-Kate and Ashley: Magical Mystery Mall,12
1996.0,99,0,FIFA Soccer 97,12
2003.0,2,0,Deer Hunter,6
2003.0,2,2,Road Rash: Jailbreak,8
2002.0,99,0,Tennis no Oji-Sama: Genius Boys Academy,8
2009.0,0,6,Army Rescue,0
2006.0,99,10,Harukanaru Toki no Naka de: Maihitoyo,6
2016.0,1,6,Battlefield 1,17
2009.0,0,5,My Friends,3
2010.0,0,0,Little League World Series Baseball 2010,5
2014.0,1,3,Natural Doctrine,22
2003.0,0,0,NCAA Football 2004,19
2010.0,2,7,The Sims 3,4
2015.0,99,7,Sousaku Alice to Oujisama!,10
1996.0,99,0,Space Jam,12
2012.0,1,8,Mass Effect Trilogy,4
2010.0,99,3,Tales of Phantasia: Narikiri Dungeon X,16
2010.0,3,11,Carnage Heart EXA,16
2015.0,2,8,BlazBlue: Chrono Phantasma Extend,5
2001.0,0,1,Sonic Adventure 2 Battle,19
2009.0,2,5,Guitar Hero: Van Halen,5
2009.0,0,2,Kart Racer,0
2016.0,1,8,Dishonored 2,17
2010.0,99,11,SD Gundam: Gashapon Wars,0
2006.0,99,5,Daito Giken Premium Pachi-Slot Collection: Yoshimune,6
2010.0,2,0,Bass Pro Shops: The Hunt,4
2011.0,3,10,Mystery Stories: Curse of the Ancient Spirits,3
2006.0,2,6,Commandos: Strike Force,13
2010.0,0,0,Racquet Sports,5
2007.0,0,7,Bratz: The Movie,6
2013.0,3,2,Need for Speed Rivals,14
2006.0,0,5,Mega Man X Collection,19
2004.0,2,8,Samurai Jack: The Shadow of Aku,19
2007.0,99,10,Aa Megami-samaa,6
2005.0,3,2,Midnight Club 3: DUB Edition,13
2001.0,2,3,Wizardry: Tale of the Forsaken Land,6
2006.0,2,6,Metal Slug Anthology,0
2007.0,99,8,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",0
2012.0,1,8,Silent Hill HD Collection,4
2012.0,99,3,Inazuma Eleven Go 2: Chrono Stone,10
2010.0,99,7,Livly Garden,3
2004.0,2,2,XGRA: Extreme G-Racing Association,6
2004.0,1,6,Tom Clancy's Rainbow Six 3: Black Arrow,13
1997.0,99,0,Madden Football 64,11
1998.0,99,8,Assault: Retribution,12
2010.0,99,11,Super Robot Taisen L,3
1996.0,99,10,Clock Tower,12
2015.0,2,6,Destiny: The Taken King,17
2002.0,99,8,Resident Evil (Remake),19
2003.0,0,2,F1 Career Challenge,6
2005.0,3,2,Crash Tag Team Racing,13
1997.0,99,1,Chameleon Twist,11
2002.0,2,8,Otogi: Myth of Demons,13
1993.0,99,2,Rock N' Roll Racing,7
2010.0,99,1,Shrek: Forever After,3
2003.0,0,11,RollerCoaster Tycoon 2: Triple Thrill Pack,14
2015.0,99,6,Call of Duty: Black Ops 3,14
2007.0,99,7,Guitar Freaks & DrumMania: Masterpiece Gold,6
2009.0,0,11,LEGO Battles,3
2003.0,99,2,Colin McRae Rally 04,6
2010.0,2,8,Enslaved: Odyssey to the West,4
2013.0,99,10,Isshoni Gohan. Portable,16
2013.0,99,5,Pretty Rhythm Rainbow Live: Kira Kira My * Design,10
2003.0,2,9,Onimusha: Blade Warriors,6
2016.0,2,8,Batman: Return to Arkham,9
1981.0,99,2,Grand Prix,15
2009.0,1,10,Cursed Mountain,0
2010.0,99,10,Vitamin Z Revolution,16
2011.0,3,8,Disney Universe,5
2010.0,99,5,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,16
2007.0,1,8,Silent Hill: Origins,16
1999.0,99,8,Shadow Man,11
2010.0,3,8,LEGO Harry Potter: Years 1-4,5
2010.0,1,3,Age of Conan: Rise of the Godslayer,14
2006.0,3,3,Dungeon Maker: Hunting Ground,16
2007.0,0,8,The Legend of Zelda: Phantom Hourglass,3
2005.0,0,2,Need for Speed: Most Wanted,8
2008.0,99,7,My Pet Shop (JP sales),3
0.0,2,9,Yu Yu Hakusho: Dark Tournament,6
1997.0,99,9,X-Men vs. Street Fighter,12
2005.0,1,8,50 Cent: Bulletproof,13
2010.0,2,0,Cabela's Dangerous Hunts 2011,5
2003.0,1,6,Mace Griffin: Bounty Hunter,13
2007.0,3,8,Ben 10: Protector of Earth,0
1997.0,99,11,Mini-Yonku GB: Let's & Go!!,2
2007.0,2,5,Guitar Hero II,4
2002.0,2,1,Castlevania: Harmony of Dissonance,8
2010.0,99,8,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,16
2014.0,99,9,Guilty Gear Xrd: Sign,5
1998.0,99,0,All-Star Baseball 99,11
2008.0,1,6,BioShock,5
1997.0,99,9,Mace: The Dark Age,11
2006.0,2,3,Final Fantasy XI: Treasures of Aht Urhgan,6
2001.0,0,1,Prehistorik Man,8
2001.0,2,10,Warriors of Might and Magic,6
2011.0,99,3,Lord of Apocalypse,16
2009.0,2,7,The Sims 3,14
2011.0,1,6,Homefront,5
2009.0,3,8,Dragon Ball: Revenge of King Piccolo,0
2012.0,99,4,Heroes of Hellas 2: Olympia,3
2003.0,1,8,Castlevania: Lament of Innocence,6
2013.0,2,3,Fairy Fencer F,5
2009.0,99,0,Jikkyou Powerful Pro Yakyuu 2009,6
2003.0,1,8,Nightshade,6
2008.0,99,2,Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,0
2008.0,99,10,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,3
2010.0,1,6,Borderlands: Double Game Add-On Pack,4
2004.0,99,5,Yu-Gi-Oh! Capsule Monster Coliseum,6
2000.0,0,10,Gold and Glory: The Road to El Dorado,12
1992.0,99,1,Sonic the Hedgehog 2 (8-bit),29
2009.0,99,8,Pokemon HeartGold/Pokemon SoulSilver,3
2007.0,99,11,Suujin Taisen,3
2002.0,0,2,Antz Extreme Racing,13
1998.0,99,0,NHL Breakaway 99,11
1995.0,99,11,SD Gundam GNext,7
2013.0,99,8,The Legend of Zelda: The Wind Waker,18
2010.0,99,6,Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,16
2005.0,0,8,Harry Potter and the Goblet of Fire,3
2003.0,0,2,Tokyo Xtreme Racer DRIFT,6
2009.0,0,7,Ocean Commander,0
2006.0,1,8,Final Fight: Streetwise,13
2008.0,0,0,FIFA Soccer 09,4
2008.0,2,2,Pimp My Ride,0
2014.0,1,8,Assassin's Creed: Unity,9
2011.0,99,2,SBK 2011: FIM Superbike World Championship,5
2004.0,99,2,Colin McRae Rally 04,14
1998.0,99,0,NCAA Football 99,12
2004.0,2,6,Tom Clancy's Ghost Recon 2,13
2012.0,1,8,Assassin's Creed III,5
2003.0,1,6,Return to Castle Wolfenstein: Tides of War,13
2010.0,99,5,Pop'n Music Portable,16
2011.0,2,8,Warriors Orochi 3,5
2015.0,99,3,Sword Art Online: Game Director's Edition,9
2004.0,0,11,Duel Masters,6
2002.0,0,2,NASCAR: Dirt to Daytona,19
2008.0,0,4,Zenses: Rainforest,3
2013.0,3,8,LEGO Marvel Super Heroes,4
2002.0,0,0,NCAA Final Four 2003,6
2009.0,0,0,Virtua Tennis 2009,4
2011.0,99,8,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,4
2002.0,0,0,NFL Blitz 20-03,13
0.0,2,1,Haven: Call of the King,6
2016.0,1,8,Watch Dogs 2,9
2001.0,99,8,Maken Shao: Demon Sword,6
2007.0,0,5,Solitaire Overload,3
2015.0,99,8,Toy Soldiers: War Chest,9
2013.0,99,5,Starry ? Sky: After Summer,16
2007.0,2,9,Dragon Ball Z: Budokai Tenkaichi 3,0
2014.0,0,0,Madden NFL 15,4
2004.0,1,8,Prince of Persia: Warrior Within,6
2004.0,0,8,Disney's Home on the Range,8
2006.0,2,9,Guilty Gear Dust Strikers,3
2008.0,99,10,Aquanaut's Holiday: Kakusareta Kiroku,5
2008.0,3,5,Ultimate Band,0
2009.0,0,0,Big League Sports: Summer,3
2011.0,0,0,Fishing Resort,0
2014.0,99,10,Grisaia no Rakuen: Le Eden de la Grisaia,22
2007.0,0,4,Myth Makers: Orbs of Doom,0
2015.0,99,3,Atelier Escha & Logy: Alchemists of the Dusk Sky,22
2002.0,2,0,Aggressive Inline,19
1994.0,99,0,Super Formation Soccer 94,7
2004.0,99,1,Super Mario 64,3
1993.0,99,1,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,7
2009.0,99,4,Nintendo Presents: Crossword Collection,3
2012.0,0,5,Moshi Monsters: Moshlings Theme Park,10
2008.0,0,6,Army Men: Soldiers of Misfortune,3
2011.0,99,10,Edna & Harvey: Harvey's New Eyes,14
2007.0,99,7,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,3
2004.0,0,8,Nicktoons: Movin',6
2007.0,99,11,Yu-Gi-Oh! GX: Tag Force 2,16
2006.0,99,2,Initial D: Street Stage,16
2006.0,2,3,Marvel: Ultimate Alliance,0
2009.0,2,0,Free Running,0
2011.0,3,11,Worms: Ultimate Mayhem,14
2000.0,99,9,Boxing,12
1994.0,99,0,J-League Pro Striker 2,20
1999.0,99,10,Metal Gear Solid VR Missions,12
2010.0,2,3,Record of Agarest War 2,5
2004.0,3,8,Power Rangers: S.P.D.,8
2009.0,0,5,Hasbro Family Game Night 2,0
2014.0,0,8,Ultimate NES Remix,10
2008.0,0,7,Petz Dogz Fashion,3
2014.0,99,4,Puyo Puyo Tetris,18
2008.0,2,0,Cabela's Dangerous Hunts 2009,0
2000.0,0,8,Disney's The Lion King: Simba's Mighty Adventure,12
2012.0,99,10,The Lost Chronicles of Zerzura,14
2007.0,2,7,Blazing Angels 2: Secret Missions of WWII,4
2015.0,0,8,Gravity Falls: Legend of the Gnome Gemulets,10
2008.0,2,11,Sins of a Solar Empire,14
0.0,2,6,Combat Elite: WWII Paratroopers,6
2011.0,2,8,X-Men: Destiny,4
2003.0,0,8,Teenage Mutant Ninja Turtles,6
2008.0,2,3,White Knight Chronicles: International Edition,5
2009.0,99,10,Enkaku Sousa: Sana e no 23 Hiai,16
2007.0,0,2,Monster Jam,4
2014.0,99,2,Winning Post 8 ,22
2003.0,2,3,Pirates of the Caribbean,13
2002.0,1,9,Mortal Kombat: Deadly Alliance,6
2006.0,0,2,Micro Machines V4,16
2012.0,2,8,PlayStation All-Stars Battle Royale,22
2013.0,99,10,Norn9: Norn + Nonette,16
2010.0,1,3,Mass Effect 2,4
1998.0,99,0,Power Pro GB,2
2000.0,99,9,Fighting Vipers 2,21
1997.0,99,8,Resident Evil Director's Cut: Dual Shock Edition,12
2016.0,1,3,Deus Ex: Mankind Divided,9
2007.0,0,5,Alvin and the Chipmunks,6
2006.0,1,6,25 to Life,13
2001.0,0,8,Harry Potter and the Sorcerer's Stone,14
2006.0,2,5,Stacked with Daniel Negreanu,16
2011.0,0,5,Victorious: Hollywood Arts Debut,3
2005.0,0,1,Disney's Chicken Little,8
2002.0,2,9,Rave Master,19
2011.0,3,5,Wipeout: In The Zone,4
2011.0,99,9,Kidou Senshi Gundam: Extreme VS,5
2007.0,99,10,Snow Portable,16
2015.0,0,8,Rugby League Live 3,4
2005.0,0,1,Madagascar,8
2006.0,2,8,Okami,6
2014.0,2,8,Dynasty Warriors 8: Empires,17
2015.0,3,4,The Talos Principle,9
2001.0,99,3,Monster Guardians,8
2012.0,0,0,SSX,4
1997.0,99,2,Peak Performance,12
2013.0,3,1,Skylanders SWAP Force,18
2010.0,1,6,Call of Duty: Black Ops,0
1997.0,99,11,Kidou Senkan Nadesico,23
2008.0,99,10,Sugar + Spice! Anoko no Suteki na Nanimokamo,6
2008.0,0,10,Safari Adventures: Africa,3
2009.0,99,10,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,0
1995.0,99,9,Battle Arena Toshinden URA,23
2014.0,0,2,MotoGP 14 ,22
2004.0,1,5,Midway Arcade Treasures 2,6
1999.0,99,0,Big Air,12
2005.0,0,4,Snood 2: On Vacation,3
2000.0,99,8,Covert Ops: Nuclear Dawn,12
2000.0,99,0,CyberTiger,11
2010.0,99,0,Backyard Sports Football: Rookie Rush,0
1998.0,99,8,Rascal,12
2013.0,99,8,Aikatsu! 2-nin no My Princess,10
2011.0,1,8,Warriors: Legends of Troy,5
2010.0,99,5,Magic Encyclopedia: Moonlight,3
2010.0,2,8,Tom Clancy's HAWX 2,14
1995.0,99,10,Rampo,23
2007.0,99,11,Kousoku Card Battle: Card Hero,3
2009.0,3,0,Alien Monster Bowling League,0
2007.0,0,2,NASCAR 08,5
2006.0,3,6,Greg Hastings' Tournament Paintball Max'd,8
1996.0,99,9,Mortal Kombat Trilogy,11
2012.0,0,8,Epic Mickey 2: The Power of Two,5
2005.0,3,8,Shrek SuperSlam,13
2015.0,99,3,Sword Art Online: Hollow Fragment,9
2014.0,99,10,Senjou no Waltz,22
2011.0,99,1,Max & the Magic Marker,3
2003.0,99,3,Final Fantasy XI: Rise of the Zilart,6
2016.0,1,8,7 Days to Die,17
2006.0,2,7,IL-2 Sturmovik: 1946,14
1993.0,99,0,Harukanaru Augusta 2: Masters,7
2009.0,1,10,CSI: Deadly Intent,0
2004.0,0,8,Harry Potter and the Prisoner of Azkaban,14
2009.0,2,10,Midnight Mysteries: The Edgar Allan Poe Conspiracy,14
2010.0,1,6,Battlefield: Bad Company 2,4
2010.0,3,10,Hidden Mysteries: Vampire Secrets,3
2013.0,0,8,Pro Evolution Soccer 2014,10
2008.0,99,1,New Play Control! Donkey Kong Jungle Beat,0
2010.0,99,2,Forza Motorsport 3: Ultimate Edition,4
2008.0,2,3,Spectral Force Genesis,3
2014.0,99,10,SoniPro,10
1993.0,99,6,Star Fox,7
2005.0,2,3,Makai Kingdom: Chronicles of the Sacred Tome,6
2004.0,2,8,Tom Clancy's Splinter Cell: Pandora Tomorrow,13
2005.0,2,3,Radiata Stories,6
2010.0,0,2,Monster Jam: Path of Destruction,16
2015.0,3,0,NHL 16,9
1995.0,99,10,Kekkon Zenya,23
2003.0,99,6,Army Men: Air Combat - The Elite Missions,19
2004.0,99,4,Super Collapse! II,8
2012.0,1,11,XCOM: Enemy Unknown,14
2010.0,99,6,MAG: Massive Action Game,5
2014.0,99,10,Shin Hayarigami,22
2002.0,0,8,XXX,8
2011.0,99,2,WRC 2: FIA World Rally Championship,14
2016.0,1,6,Titanfall 2,14
2000.0,0,0,NHL FaceOff 2001,12
2005.0,2,11,Codename: Panzers Phase Two,14
2003.0,99,0,Stadium Games,8
2012.0,2,3, Tales of Xillia 2,5
2001.0,0,1,Crash Bandicoot: The Wrath of Cortex,6
2010.0,99,10,Himawari: Pebble in the Sky Portable,16
2002.0,0,0,Salt Lake 2002,6
2014.0,99,10,The Walking Dead: Season Two,17
2008.0,3,3,Magician's Quest: Mysterious Times,3
2008.0,99,0,Jikkyou Powerful Pro Yakyuu 15,0
2011.0,1,6,Sniper: Ghost Warrior,5
2011.0,99,10,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,16
2007.0,0,6,Geometry Wars: Galaxies,3
2009.0,1,6,Velvet Assassin,4
2016.0,0,0,Rugby Challenge 3,17
2014.0,99,3,Hyperdimension Neptunia Victory,22
2005.0,99,7,NTRA Breeders' Cup World Thoroughbred Championships,6
2011.0,99,3,Gungnir: Mayari no Gunshin to Eiyuu Sensou,16
2002.0,2,3,Icewind Dale II,14
2002.0,0,0,Tiger Woods PGA Tour 2003,6
2011.0,1,6,Dead Space 2,14
2005.0,99,3,Dragon Ball Z: The Legacy of Goku I & II,8
2000.0,99,0,Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,12
2008.0,2,8,Jumper: Griffin's Story,6
2004.0,2,0,Tony Hawk's Underground 2,19
2008.0,1,11,Warhammer: Battle March,4
2016.0,99,8,Attack on Titan (KOEI),17
2009.0,3,4,Squeeballs Party,0
2008.0,99,10,Captain Rainbow,0
2009.0,99,5,SingStar Take That,6
2010.0,99,5,Sesame Street: Elmo's A-to-Zoo Adventure,3
2011.0,99,4,I Heart Geeks,3
2016.0,99,0,Rugby Challenge 3,5
2010.0,2,3,"Sakura Wars: So Long, My Love",0
2009.0,2,3,Fighting Fantasy: The Warlock of Firetop Mountain,3
2001.0,1,6,Quake III: Revolution,6
2006.0,1,3,The Elder Scrolls IV: Oblivion,4
1997.0,99,2,Running Wild,12
2010.0,1,6,Quantum Theory,5
2011.0,2,7,JASF: Jane's Advanced Strike Fighters,5
1997.0,99,2,Automobili Lamborghini,11
2010.0,2,10,Ghost Trick: Phantom Detective,3
2008.0,0,1,LittleBigPlanet,5
2013.0,0,0,Turbo: Super Stunt Squad,0
2010.0,99,3,Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,3
1998.0,99,0,Twisted Edge Extreme Snowboarding,11
2011.0,2,5,The Black Eyed Peas Experience,0
2008.0,2,5,Guitar Hero: World Tour,0
2015.0,99,8,Lost Heroes 2,10
2011.0,0,2,NASCAR Unleashed,4
2008.0,2,9,Dragon Ball Z: Burst Limit,4
2009.0,2,0,Blood Bowl,14
1992.0,99,10,Ecco the Dolphin,20
2009.0,99,8,Mobile Suit Gundam Battlefield Record U.C.0081,5
2007.0,0,0,NBA 2K8,5
2011.0,2,9,The King of Fighters XIII,5
2009.0,3,4,Puzzle Kingdoms,3
2001.0,0,4,Super Monkey Ball,19
2005.0,0,4,Whac-A-Mole,8
2009.0,99,0,Football Academy,3
2006.0,2,5,Stacked with Daniel Negreanu,13
2016.0,99,0,Pro Cycling Manager 2016,9
2007.0,99,1,Cookie & Cream,3
2014.0,3,10,How to Train Your Dragon 2,0
2007.0,0,2,Monster Jam,6
2010.0,0,5,City Builder,0
2010.0,2,9,WWE SmackDown vs. Raw 2011,0
2003.0,99,10,Beyond Good & Evil,13
2002.0,2,0,Knockout Kings 2002,13
2007.0,99,10,Shinkyoku Soukai Polyphonica,6
2005.0,2,3,X-Men Legends II: Rise of Apocalypse,16
2007.0,99,8,Avatar: The Last Airbender - The Burning Earth,3
2009.0,0,4,Jig-A-Pix: Pets,3
2014.0,0,2,MotoGP 14 ,4
0.0,0,0,Madden NFL 2002,13
0.0,2,9,Swords,0
2008.0,0,0,Madden NFL 09,13
2004.0,2,7,The Sims 2,14
2011.0,99,5,Zoobles! Spring to Life!,3
2002.0,99,5,Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,6
2005.0,1,2,187: Ride or Die,6
2011.0,0,5,Family Game Night 4: The Game Show,5
2002.0,2,9,Kakuto Chojin,13
2004.0,1,6,Killzone,6
2010.0,99,0,Pro Yakyuu Famista DS 2010,3
2015.0,3,8,The Legend of Zelda: Majora's Mask 3D,10
2009.0,0,2,F1 2009,16
2002.0,0,2,Road Trip: The Arcade Edition,19
2005.0,2,9,TMNT: Mutant Melee,13
1981.0,99,8,Frogger,15
2009.0,99,8,SpongeBob's Truth or Square (US sales),16
2012.0,3,5,Sing Party,18
2010.0,3,2,Need for Speed: Hot Pursuit,0
2008.0,1,8,Viking: Battle for Asgard,4
2000.0,99,0,NBA in the Zone 2000,11
2005.0,2,11,Shattered Union,13
2015.0,2,11,Code Name: S.T.E.A.M.,10
2009.0,99,5,Sleepover Party,0
2005.0,3,0,NHL 06,19
2003.0,99,5,Exhibition Volume 03,13
2008.0,99,3,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,3
1999.0,1,10,Countdown Vampires,12
2005.0,0,0,Mario Tennis: Power Tour,8
2009.0,3,5,Band Hero,0
2006.0,0,7,Tamagotchi Connection: Corner Shop 2,3
1996.0,99,9,Psychic Force,12
2007.0,0,8,Retro Game Challenge,3
2010.0,99,8,Disney Tangled,0
2010.0,99,11,San Goku Shi DS 3,3
2016.0,3,8,LEGO Harry Potter Collection,9
2004.0,99,2,TOCA Race Driver 2: Ultimate Racing Simulator,13
2011.0,3,8,Skylanders: Spyro's Adventure,14
1996.0,99,2,Formula 1,12
2012.0,1,8,Resident Evil: Operation Raccoon City,5
2007.0,99,10,Metal Gear Solid: The Essential Collection (JP sales),6
2000.0,2,11,Age of Empires: Collector's Edition,14
2002.0,0,0,Dave Mirra Freestyle BMX 3,8
2015.0,2,3,Stella Glow,10
2009.0,99,0,Pirates vs Ninja Dodgeball,0
2004.0,2,8,Catwoman,13
2012.0,99,0,Pro Evolution Soccer 2013,10
1994.0,2,9,Battle Arena Toshinden,12
2011.0,0,1,Gem Smashers,10
2008.0,1,8,Far Cry 2,5
2009.0,2,8,Star Wars The Clone Wars: Republic Heroes,16
2002.0,0,0,NCAA March Madness 2003,6
2008.0,99,5,SingStar Singalong With Disney,6
2008.0,0,7,Pony Friends: Mini Breeds Edition,3
2010.0,3,11,Supreme Commander 2,14
2005.0,99,1,Scooby-Doo! Unmasked,13
2003.0,2,7,Naval Ops: Warship Gunner,6
1992.0,99,0,Super Batter Up,7
2002.0,2,8,Tom Clancy's Splinter Cell,13
2006.0,1,8,Scarface: The World is Yours,6
2001.0,0,0,NBA Street,6
2010.0,0,7,Imagine: Fashion Stylist,3
2004.0,0,0,Rapala Pro Fishing,6
2008.0,0,0,Winter Sports 2: The Next Challenge,6
2011.0,3,1,Rayman Origins,4
2000.0,99,10,Kanon,21
2015.0,99,8,Dishonored,9
2008.0,99,10,"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",6
2009.0,2,3,Hexyz Force,16
2001.0,99,1,Mega Man Xtreme 2,2
2011.0,99,5,"Sesame Street: Ready, Set, Grover!",0
2010.0,2,6,Wild West Shootout,0
1999.0,99,4,The New Tetris,11
2005.0,1,6,Special Forces: Nemesis Strike,13
1998.0,99,9,Rival Schools: United By Fate,12
2001.0,99,5,Caesars Palace Advance: Millennium Gold Edition,8
2009.0,2,7,Heroes over Europe,5
2004.0,99,4,Famicom Mini: Clu Clu Land,8
2007.0,2,9,Fatal Fury: Battle Archives Volume 2,6
2010.0,99,2,Sonic & Sega All-Stars Racing,5
1996.0,99,6,Contra: Legacy of War,12
1994.0,99,8,Kenyuu Densetsu Yaiba,7
2003.0,2,8,The Lord of the Rings: The Return of the King,6
2009.0,0,5,Ultimate Party Challenge,0
2008.0,99,5,The Naked Brothers Band: The Video Game,0
2009.0,2,5,Guitar Hero: Smash Hits,0
1997.0,99,10,Kowloon's Gate,12
2009.0,3,5,Six Flags Fun Park,0
2003.0,2,2,The King of Route 66,6
2005.0,99,5,CandyLand / Chutes & Ladders / Memory,8
2011.0,99,8,One Piece Unlimited Cruise SP,10
2008.0,2,10,A Vampyre Story,14
1992.0,99,9,Teenage Mutant Ninja Turtles: Tournament Fighters,1
2015.0,99,8,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,22
2016.0,2,3,World of Warcraft: Legion,14
2000.0,99,3,Yu-Gi-Oh: Duel Monsters 4,2
0.0,2,11,Record of Agarest War Zero,5
2010.0,1,8,Assassin's Creed: Brotherhood,5
1998.0,99,2,Championship Motocross featuring Ricky Carmichael,12
2015.0,99,3,Divinity: Original Sin,9
1998.0,99,5,Tokimeki no Houkago,12
2009.0,1,11,Company of Heroes: Tales of Valor,14
2011.0,0,6,Veggy World,3
1997.0,99,0,Wayne Gretzky's 3D Hockey '98,12
2011.0,2,9,Blazblue: Continuum Shift Extend,5
2000.0,99,0,Power Pro Kun Pocket 2,2
2002.0,99,5,Jampack Summer 2002,6
2006.0,99,0,Pro Yakyuu Netsu Star 2006,6
0.0,3,6,Disney's Chicken Little: Ace In Action,0
2009.0,99,0,Power Pro Kun Pocket 12,3
2005.0,3,10,Lost in Blue,3
2001.0,99,11,Chess,12
2002.0,99,2,MX SuperFly featuring Ricky Carmichael,13
1999.0,99,2,Renegade Racers,12
2011.0,99,2,WRC 2: FIA World Rally Championship,5
1998.0,99,0,Fox Sports College Hoops '99,11
2008.0,99,5,Midnight Play! Pack,3
2015.0,1,6,Evolve,14
2009.0,3,8,Go Play: Circus Star,0
2013.0,3,1,Sonic Lost World,10
2014.0,99,10,Rewrite,22
2007.0,0,4,NEVES,3
2001.0,99,5,Yu-Gi-Oh! Dungeon Dice Monsters,8
2005.0,99,10,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,3
2014.0,2,8,Earth Defense Force 2: Invaders from Planet Space,22
2013.0,3,1,Rayman Legends,4
2003.0,2,1,Vexx,13
0.0,0,0,Backbreaker,4
2010.0,99,3,Shining Hearts,16
2011.0,99,8,The Legend of Zelda: Ocarina of Time,10
1997.0,99,8,Poy Poy,12
2005.0,0,2,Herbie: Fully Loaded,8
2011.0,2,9,BlazBlue: Continuum Shift II,16
2011.0,99,4,The Lost Treasures of Alexandria,3
2014.0,99,3,Dragon Quest X,10
2010.0,0,0,Tiger Woods PGA Tour 11,5
2014.0,99,11,Nobunaga's Ambition: Sphere of Influence,22
2009.0,3,11,History Great Empires: Rome,3
2010.0,99,10,Saki Portable,16
2007.0,99,8,Ben 10: Protector of Earth,3
2005.0,2,2,L.A. Rush,6
2003.0,0,0,Amped 2,13
2004.0,0,1,Pitfall: The Lost Expedition,19
2014.0,1,8,Assassin's Creed: Unity,14
2009.0,0,7,Discovery Kids: Kitten Corner,3
2000.0,99,4,Rat Attack!,11
2007.0,0,4,Professor Layton and the Curious Village,3
2007.0,1,6,Tom Clancy's Rainbow Six: Vegas,5
2010.0,99,2,Maximum Racing: Drag & Stock Racer,0
2011.0,1,8,The Cursed Crusade,4
2010.0,0,0,EA Sports Active 2,0
2008.0,3,1,Crash: Mind Over Mutant,4
2012.0,2,7,Damage Inc.: Pacific Squadron WWII,4
2007.0,0,7,Build-A-Bear Workshop,3
2006.0,99,3,Digimon World DS (JP sales),3
2015.0,0,0,NBA 2K16,4
2010.0,2,10,Midnight Mysteries: The Edgar Allan Poe Conspiracy,3
2011.0,1,6,Deus Ex: Human Revolution,14
2010.0,2,8,Star Wars: The Force Unleashed II,0
2009.0,1,6,Crysis: Maximum Edition,14
2002.0,0,10,Herdy Gerdy,6
2006.0,2,11,Chaos Wars,6
