Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas NA,Vendas EU,Vendas JP,Outras vendas,Vendas globais,Pontuacao da critica,Contagem de criticas,Pontuacao dos usuarios,Contagem de usuarios,Desenvolvedora,Classificacao
World Soccer Winning Eleven 8 International,6,2004.0,0,14,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38.0,85,0
Sports Champions,5,2010.0,0,3,2.13,1.12,0.1,0.5,3.84,76.0,64.0,7.9,104.0,86,3
Call of Duty: Ghosts,9,2013.0,6,4,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1564.0,7,1
Flash Focus: Vision Training in Minutes a Day,3,2007.0,5,0,0.86,1.56,1.05,0.35,3.83,59.0,22.0,4,4.0,87,0
Tom Clancy's The Division,9,2016.0,6,5,1.35,1.7,0.15,0.6,3.8,80.0,64.0,7,2219.0,88,1
Big Brain Academy: Wii Degree,0,2007.0,5,0,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,0,0
LEGO Indiana Jones: The Original Adventures,4,2008.0,8,4,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,66.0,50,3
The Sims: Unleashed,14,2002.0,7,7,2.03,1.56,0.0,0.17,3.76,79.0,21.0,8,29.0,89,2
Harry Potter and the Sorcerer's Stone,12,2001.0,8,7,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,41.0,90,0
Super Paper Mario,0,2007.0,1,0,1.95,0.86,0.59,0.31,3.71,85.0,56.0,7.9,417.0,55,0
Spyro: Year of the Dragon,12,2000.0,1,3,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,207.0,73,0
Assassin's Creed IV: Black Flag,5,2013.0,8,5,1.33,1.68,0.13,0.57,3.71,88.0,36.0,8.1,840.0,12,1
FIFA Soccer 2005,6,2004.0,0,7,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0,35,0
Tony Hawk's Pro Skater 4,6,2002.0,0,4,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,128.0,60,2
MySims,3,2007.0,7,7,1.58,1.59,0.08,0.41,3.66,67.0,15.0,7.3,13.0,91,0
Midnight Club 3: DUB Edition,16,2005.0,2,2,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0,25,3
SOCOM: U.S. Navy SEALs,6,2002.0,6,3,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,82.0,92,1
Jak and Daxter: The Precursor Legacy,6,2001.0,1,3,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,312.0,33,0
Pro Evolution Soccer 2008,6,2007.0,0,14,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0,69,0
Resident Evil 4,6,2005.0,8,12,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1013.0,48,1
Guitar Hero: World Tour,0,2008.0,5,4,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0,67,2
FIFA Soccer 10,5,2009.0,0,7,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.6,203.0,18,0
Star Wars: Battlefront,6,2004.0,6,18,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,142.0,93,2
The Simpsons: Road Rage,6,2001.0,2,7,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,94,2
Luigi's Mansion,19,2001.0,8,0,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.5,161.0,0,0
Battlefield 4,9,2013.0,6,7,1.35,1.55,0.17,0.51,3.59,85.0,18.0,6.9,1580.0,29,1
Star Wars: Battlefront II,6,2005.0,6,18,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9,268.0,93,2
Cooking Mama 2: Dinner With Friends,3,2007.0,7,11,1.6,1.49,0.1,0.39,3.58,70.0,39.0,8,9.0,95,0
Grand Theft Auto: Liberty City Stories,6,2006.0,8,2,1.56,1.4,0.07,0.5,3.54,78.0,49.0,7.8,112.0,25,1
The Getaway,6,2002.0,8,3,1.23,1.77,0.05,0.49,3.54,72.0,49.0,6.8,88.0,96,1
James Bond 007: Agent Under Fire,6,2001.0,6,7,1.9,1.13,0.1,0.41,3.53,72.0,27.0,7.9,48.0,97,2
FIFA Soccer 11,4,2010.0,0,7,0.71,2.39,0.02,0.4,3.52,88.0,66.0,7.5,155.0,18,0
Left 4 Dead,4,2008.0,6,7,2.66,0.49,0.05,0.3,3.51,89.0,67.0,7.9,1309.0,98,1
Assassin's Creed: Unity,17,2014.0,8,5,2.27,0.9,0.0,0.33,3.5,72.0,59.0,4.1,1005.0,82,1
Resident Evil 5,4,2009.0,8,12,2.11,0.93,0.12,0.34,3.5,83.0,91.0,7.5,523.0,48,1
Assassin's Creed: Brotherhood,4,2010.0,8,5,2.85,0.38,0.03,0.24,3.49,89.0,81.0,8.3,693.0,52,1
Battlefield 4,5,2013.0,6,7,1.3,1.42,0.27,0.5,3.49,80.0,14.0,5.8,579.0,29,1
Batman: Arkham Asylum,4,2009.0,8,21,2.2,0.95,0.02,0.31,3.48,92.0,78.0,8.7,1080.0,54,2
Battlefield 4,4,2013.0,6,7,2.15,1.01,0.02,0.31,3.48,79.0,21.0,5.6,542.0,29,1
Battlefield: Bad Company 2,4,2010.0,6,7,2.1,1.01,0.04,0.32,3.47,88.0,75.0,8.6,869.0,29,1
Guitar Hero: On Tour,3,2008.0,5,4,2.1,1.01,0.01,0.35,3.46,71.0,70.0,8.8,29.0,67,3
Clubhouse Games,3,2006.0,5,0,0.59,1.79,0.73,0.34,3.45,83.0,30.0,8.4,28.0,99,0
Borderlands,4,2009.0,6,2,2.4,0.71,0.03,0.29,3.44,84.0,83.0,8.2,715.0,100,1
Tekken 4,6,2002.0,9,25,1.55,1.27,0.33,0.29,3.44,79.0,23.0,8.3,126.0,32,2
Grand Theft Auto 2,12,1998.0,8,2,1.13,2.07,0.0,0.22,3.42,70.0,15.0,8,67.0,8,2
Metal Gear Solid V: The Phantom Pain,9,2015.0,8,14,1.09,1.36,0.49,0.48,3.41,93.0,86.0,8.2,3943.0,101,1
Spider-Man 2,6,2004.0,8,4,1.75,1.2,0.02,0.43,3.41,80.0,50.0,8.9,106.0,6,2
FIFA Soccer 2003,6,2002.0,0,7,0.46,2.28,0.05,0.61,3.4,88.0,15.0,6.7,35.0,35,0
LittleBigPlanet 2,5,2011.0,1,3,1.83,1.05,0.06,0.46,3.39,91.0,86.0,8.4,657.0,102,0
Crash Bash,12,2000.0,5,3,1.56,1.47,0.19,0.17,3.39,68.0,12.0,8.2,99.0,103,0
Assassin's Creed Syndicate,9,2015.0,8,5,0.81,1.99,0.07,0.52,3.39,76.0,86.0,6.8,1319.0,104,1
LEGO Batman: The Videogame,4,2008.0,8,19,2.04,1.02,0.0,0.32,3.38,76.0,49.0,7.9,75.0,50,3
Destiny,17,2014.0,6,4,2.14,0.92,0.0,0.31,3.37,75.0,11.0,5.5,1735.0,11,2
Far Cry 3,5,2012.0,6,5,0.88,1.7,0.1,0.67,3.35,90.0,32.0,8.5,1041.0,52,1
James Bond 007: Nightfire,6,2002.0,6,7,1.45,1.29,0.12,0.46,3.33,77.0,20.0,8.5,66.0,103,2
Star Wars Episode III: Revenge of the Sith,6,2005.0,8,18,1.47,1.39,0.03,0.43,3.32,60.0,34.0,7.2,82.0,105,2
The Legend of Zelda: Spirit Tracks,3,2009.0,8,0,1.4,0.91,0.74,0.26,3.31,87.0,75.0,7.8,228.0,0,3
Max Payne,6,2001.0,6,2,1.99,1.05,0.05,0.22,3.31,80.0,21.0,8.5,86.0,106,1
Assassin's Creed IV: Black Flag,4,2013.0,8,5,1.9,1.11,0.01,0.29,3.3,86.0,35.0,7.9,701.0,12,1
The Lord of the Rings: The Return of the King,6,2003.0,8,7,1.5,1.28,0.05,0.46,3.28,85.0,31.0,8.7,105.0,107,2
Gears of War: Ultimate Edition,17,2015.0,6,1,2.61,0.33,0.0,0.34,3.28,82.0,74.0,7.5,563.0,108,1
True Crime: Streets of LA,6,2003.0,8,4,1.89,1.05,0.02,0.31,3.27,77.0,39.0,8,94.0,109,1
Professor Layton and the Unwound Future,3,2008.0,4,0,0.6,1.57,0.82,0.27,3.26,86.0,62.0,9.2,111.0,49,3
FIFA 16,17,2015.0,0,7,0.89,2.12,0.0,0.24,3.25,84.0,45.0,4.4,459.0,18,0
Wii Music,0,2008.0,5,0,1.35,1.11,0.46,0.32,3.25,63.0,43.0,4.6,116.0,0,0
Madden NFL 16,9,2015.0,0,7,2.34,0.3,0.0,0.6,3.24,83.0,37.0,5.9,180.0,18,0
Gran Turismo 6,5,2013.0,2,3,0.72,1.67,0.4,0.44,3.23,81.0,81.0,7.7,758.0,4,0
Halo: The Master Chief Collection,17,2014.0,6,1,1.91,1.0,0.03,0.29,3.23,85.0,69.0,7.2,1267.0,15,1
Super Mario Maker,18,2015.0,1,0,1.18,0.89,0.94,0.2,3.21,88.0,85.0,8.7,691.0,0,0
God of War: Chains of Olympus,16,2008.0,8,3,1.48,1.0,0.04,0.66,3.18,91.0,79.0,8.6,565.0,75,1
Enter the Matrix,6,2003.0,8,10,1.78,1.12,0.09,0.19,3.18,62.0,30.0,8.1,137.0,110,2
Crisis Core: Final Fantasy VII,16,2007.0,3,15,1.35,0.59,0.8,0.43,3.18,83.0,67.0,8,463.0,46,2
Dance Central,4,2010.0,5,31,2.15,0.76,0.01,0.26,3.17,82.0,63.0,7.6,85.0,58,2
L.A. Noire,5,2011.0,10,2,1.27,1.29,0.12,0.49,3.17,89.0,78.0,7.7,1010.0,111,1
Ace Combat 04: Shattered Skies,6,2001.0,7,16,2.06,0.56,0.38,0.17,3.17,89.0,22.0,9.1,95.0,32,0
Animal Crossing,19,2001.0,7,0,1.92,0.16,0.99,0.09,3.15,87.0,42.0,8.9,137.0,0,0
FIFA Soccer 08,6,2007.0,0,7,0.68,0.0,0.0,2.46,3.14,83.0,12.0,6.5,36.0,35,0
Spider-Man,12,2000.0,8,4,1.7,1.25,0.02,0.16,3.13,87.0,19.0,9,107.0,60,0
Mario Party 9,0,2012.0,5,0,1.06,1.09,0.76,0.22,3.13,73.0,45.0,6.8,155.0,20,0
Sonic Rush,3,2005.0,1,8,1.21,1.56,0.06,0.29,3.12,82.0,43.0,8.5,101.0,113,0
Rhythm Heaven,3,2008.0,5,0,0.55,0.5,1.93,0.13,3.11,83.0,48.0,9,63.0,0,0
Fallout: New Vegas,5,2010.0,3,6,1.52,1.03,0.1,0.46,3.11,82.0,57.0,7.8,492.0,78,1
Personal Trainer: Cooking,3,2006.0,5,0,0.9,1.0,1.03,0.17,3.11,81.0,12.0,7.8,10.0,114,0
The Elder Scrolls IV: Oblivion,5,2007.0,3,5,1.69,0.85,0.14,0.43,3.1,93.0,45.0,8,604.0,115,1
The Legend of Zelda: A Link Between Worlds,10,2013.0,8,0,1.4,1.01,0.46,0.23,3.1,91.0,81.0,8.9,1057.0,0,0
Resident Evil 6,5,2012.0,6,12,0.88,0.94,0.88,0.4,3.1,74.0,34.0,5.4,1304.0,48,1
Mass Effect 2,4,2010.0,3,7,1.99,0.81,0.03,0.27,3.1,96.0,98.0,8.9,3143.0,116,1
Dragon Ball Z: Budokai,6,2002.0,9,10,2.17,0.28,0.55,0.08,3.09,67.0,28.0,7.9,71.0,117,2
Madden NFL 2002,6,2001.0,0,7,2.5,0.16,0.01,0.42,3.08,94.0,23.0,7.9,46.0,18,0
The Sims: Vacation,14,2002.0,7,7,1.72,1.21,0.0,0.14,3.07,75.0,18.0,7.8,22.0,89,2
Animal Crossing: Happy Home Designer,10,2015.0,7,0,0.51,1.02,1.4,0.12,3.05,66.0,60.0,6.9,106.0,0,0
The Sims 4,14,2014.0,7,7,1.0,1.82,0.0,0.23,3.05,70.0,74.0,3.9,2057.0,89,2
Borderlands 2,4,2012.0,6,2,1.89,0.88,0.04,0.25,3.05,89.0,59.0,8.2,892.0,100,1
LEGO Batman: The Videogame,3,2008.0,8,19,1.75,1.01,0.0,0.29,3.05,72.0,16.0,8,16.0,64,3
Kung Fu Panda,4,2008.0,8,4,1.91,0.84,0.0,0.29,3.04,75.0,42.0,7.4,32.0,109,3
Mass Effect 3,4,2012.0,3,7,1.94,0.84,0.03,0.24,3.04,93.0,74.0,5.8,3725.0,116,1
Heavy Rain,5,2010.0,10,3,1.29,1.21,0.06,0.47,3.03,87.0,107.0,7.7,2759.0,118,1
Saints Row 2,4,2008.0,8,28,1.94,0.79,0.02,0.28,3.03,81.0,75.0,8.1,307.0,119,1
Tom Clancy's Splinter Cell,13,2002.0,8,5,1.85,1.04,0.0,0.13,3.02,93.0,46.0,8.5,121.0,52,2
FIFA 14,9,2013.0,0,7,0.61,1.85,0.11,0.44,3.01,87.0,26.0,6.3,616.0,35,0
Killzone 2,5,2009.0,6,3,1.4,1.06,0.08,0.47,3.01,91.0,94.0,8.1,1505.0,120,1
Far Cry 3,4,2012.0,6,5,1.38,1.32,0.02,0.28,3.0,91.0,39.0,8.6,1247.0,52,1
Epic Mickey,0,2010.0,1,32,2.04,0.63,0.12,0.22,3.0,73.0,78.0,7,131.0,121,0
NBA 2K13,4,2012.0,0,2,2.6,0.2,0.01,0.19,3.0,88.0,41.0,7.2,131.0,83,0
Dragon Ball Z: Budokai Tenkaichi 3,6,2007.0,9,10,1.15,0.0,0.76,1.09,3.0,73.0,24.0,9.2,173.0,122,2
The Sims: Livin Large,14,2000.0,5,7,1.67,1.18,0.0,0.13,2.99,82.0,23.0,6.6,20.0,89,2
World Soccer Winning Eleven 6 International,6,2002.0,0,14,0.12,1.26,1.16,0.45,2.99,93.0,24.0,9.1,65.0,85,0
Devil May Cry,6,2001.0,8,12,1.36,0.86,0.64,0.13,2.99,94.0,37.0,8.5,466.0,48,1
Star Wars: The Old Republic,14,2011.0,3,7,1.58,1.01,0.0,0.38,2.96,85.0,73.0,5.9,2748.0,123,2
Middle-Earth: Shadow of Mordor,9,2014.0,8,19,1.01,1.43,0.05,0.47,2.96,84.0,85.0,8.1,1886.0,124,1
Sonic Heroes,6,2003.0,1,8,1.04,1.37,0.06,0.49,2.96,64.0,29.0,7.8,94.0,125,0
Hitman 2: Silent Assassin,6,2002.0,8,21,1.36,1.15,0.04,0.41,2.96,85.0,19.0,7.8,78.0,126,1
Titanfall,17,2014.0,6,7,1.84,0.8,0.04,0.27,2.95,86.0,68.0,6.4,2658.0,127,1
Battlefield: Bad Company 2,5,2010.0,6,7,1.33,1.1,0.08,0.44,2.95,88.0,59.0,8.5,572.0,29,1
SOCOM II: U.S. Navy SEALs,6,2003.0,6,3,2.22,0.51,0.06,0.15,2.94,87.0,42.0,9,93.0,92,1
Pac-Man Collection,8,2001.0,4,10,2.07,0.77,0.05,0.05,2.94,79.0,13.0,7.8,4.0,74,0
Street Fighter IV,4,2009.0,9,12,1.82,0.7,0.15,0.26,2.94,93.0,77.0,7.3,292.0,48,2
inFAMOUS,5,2009.0,8,3,1.76,0.68,0.12,0.37,2.93,85.0,98.0,8.3,1172.0,128,2
Kirby Super Star Ultra,3,2008.0,1,0,1.55,0.04,1.19,0.15,2.92,76.0,40.0,8.8,76.0,34,0
Call of Duty: Ghosts,17,2013.0,6,4,1.88,0.77,0.0,0.27,2.92,78.0,7.0,4.3,700.0,7,1
Mass Effect,4,2007.0,3,1,1.83,0.79,0.03,0.27,2.91,91.0,74.0,8.7,1692.0,116,1
Sonic Mega Collection Plus,6,2004.0,5,8,1.54,1.14,0.0,0.22,2.9,73.0,21.0,8.6,30.0,125,0
World Soccer Winning Eleven 7 International,6,2003.0,0,14,0.08,1.24,1.13,0.45,2.9,93.0,28.0,9,45.0,85,0
Sega Superstars Tennis,4,2008.0,0,8,1.75,0.86,0.0,0.28,2.89,67.0,45.0,6.8,18.0,129,3
Hot Shots Golf 3,6,2001.0,0,3,0.99,0.32,1.38,0.2,2.89,85.0,30.0,8.9,16.0,130,0
Cooking Mama: Cook Off,0,2007.0,7,11,1.41,1.12,0.05,0.3,2.89,61.0,37.0,5.3,23.0,131,0
Call of Duty: Finest Hour,6,2004.0,6,4,1.51,1.12,0.01,0.24,2.89,76.0,49.0,7.7,69.0,132,2
WarioWare: Smooth Moves,0,2006.0,4,0,0.86,1.04,0.73,0.26,2.89,83.0,61.0,7.4,179.0,55,3
Madden NFL 13,4,2012.0,0,7,2.53,0.15,0.0,0.17,2.86,81.0,36.0,5.8,179.0,57,0
The Elder Scrolls III: Morrowind,13,2002.0,3,5,2.09,0.63,0.03,0.11,2.86,87.0,34.0,8.7,111.0,70,2
Assassin's Creed IV: Black Flag,9,2013.0,8,5,1.07,1.31,0.06,0.42,2.85,83.0,29.0,7.8,1530.0,12,1
Mortal Kombat,5,2011.0,9,19,1.98,0.53,0.0,0.34,2.84,84.0,60.0,8.4,494.0,133,1
Madden NFL 10,4,2009.0,0,7,2.52,0.09,0.0,0.22,2.83,85.0,58.0,6.1,90.0,57,0
BioShock,4,2007.0,6,2,1.65,0.85,0.05,0.28,2.83,96.0,88.0,8.9,2249.0,134,1
Metroid Prime,19,2002.0,6,0,1.96,0.67,0.1,0.09,2.82,97.0,70.0,9.3,747.0,40,2
Assassin's Creed: Brotherhood,5,2010.0,8,5,1.87,0.55,0.11,0.29,2.82,90.0,59.0,8.2,791.0,52,1
Medal of Honor,5,2010.0,6,7,1.28,1.04,0.07,0.42,2.81,75.0,56.0,7.5,286.0,136,1
inFAMOUS: Second Son,9,2014.0,8,3,1.28,0.98,0.07,0.46,2.79,80.0,90.0,7.9,2944.0,128,2
NBA Street,6,2001.0,0,7,2.19,0.22,0.0,0.38,2.79,89.0,22.0,8.6,39.0,138,0
Jak II,6,2003.0,1,3,1.68,0.74,0.0,0.36,2.78,87.0,47.0,8.2,241.0,33,2
Need for Speed: Hot Pursuit,5,2010.0,2,7,1.05,1.23,0.03,0.47,2.78,89.0,59.0,7.2,301.0,139,3
Skylanders: Spyro's Adventure,0,2011.0,8,4,1.35,1.13,0.0,0.3,2.78,81.0,11.0,5.6,31.0,140,3
Battlefield 3,14,2011.0,6,7,0.89,1.43,0.0,0.46,2.78,89.0,61.0,7.5,4926.0,29,1
Mortal Kombat X,9,2015.0,9,19,1.5,0.8,0.0,0.48,2.78,83.0,81.0,7.7,836.0,141,1
The Sims,6,2003.0,7,7,1.41,1.12,0.0,0.24,2.77,83.0,33.0,7.7,46.0,142,2
Killzone 3,5,2011.0,6,3,1.45,0.86,0.09,0.38,2.77,84.0,85.0,7.9,942.0,120,1
Star Wars: The Force Unleashed,4,2008.0,8,18,1.74,0.77,0.0,0.26,2.77,73.0,74.0,6.7,389.0,143,2
Yoshi's Island DS,3,2006.0,1,0,1.45,0.07,1.1,0.15,2.76,81.0,42.0,7.4,67.0,144,0
Saints Row: The Third,4,2011.0,8,28,1.25,1.14,0.07,0.3,2.76,84.0,70.0,7.6,490.0,119,1
Tekken 6,5,2009.0,9,25,1.2,0.97,0.17,0.42,2.75,79.0,63.0,7.4,211.0,145,2
Sonic and the Secret Rings,0,2007.0,1,8,1.21,1.19,0.04,0.29,2.73,69.0,44.0,6.6,174.0,125,0
The Legend of Zelda: A Link to the Past,8,2002.0,8,0,1.75,0.52,0.33,0.1,2.7,95.0,30.0,9.1,314.0,48,0
Onimusha: Warlords,6,2001.0,8,17,0.99,0.48,1.09,0.14,2.7,86.0,23.0,8.2,56.0,48,1
L.A. Noire,4,2011.0,10,2,1.52,0.92,0.02,0.24,2.7,89.0,83.0,7.8,893.0,111,1
Call of Duty 3,4,2006.0,6,4,1.49,0.92,0.02,0.27,2.7,82.0,71.0,6.5,233.0,6,2
Madden NFL 12,4,2011.0,0,7,2.42,0.11,0.0,0.16,2.69,78.0,55.0,5.9,94.0,57,0
LEGO Star Wars II: The Original Trilogy,6,2006.0,8,18,1.85,0.64,0.01,0.19,2.69,84.0,32.0,9,41.0,50,3
Killzone: Shadow Fall,9,2013.0,6,3,0.89,1.33,0.08,0.39,2.69,73.0,88.0,6.8,2102.0,120,1
Madden NFL 11,4,2010.0,0,7,2.38,0.12,0.0,0.18,2.69,84.0,47.0,5.7,120.0,57,0
Burnout 3: Takedown,6,2004.0,2,7,1.23,1.11,0.0,0.34,2.68,93.0,52.0,9.1,271.0,139,2
Mario vs. Donkey Kong: Mini-Land Mayhem!,3,2010.0,4,0,1.63,0.51,0.35,0.18,2.67,79.0,51.0,7.7,18.0,0,0
Professor Layton and the Last Specter,3,2009.0,4,0,0.28,1.39,0.68,0.32,2.67,83.0,58.0,8.7,52.0,49,3
Call Of Duty 2: Big Red One,6,2005.0,6,4,1.48,0.92,0.01,0.26,2.67,77.0,39.0,8.2,69.0,6,2
Medal of Honor,12,1998.0,6,7,1.44,1.09,0.0,0.14,2.67,92.0,17.0,8.6,80.0,146,2
Fable,13,2004.0,3,1,1.99,0.58,0.0,0.09,2.66,85.0,87.0,8.5,268.0,147,1
Guitar Hero: World Tour,4,2008.0,5,4,1.78,0.63,0.0,0.25,2.66,85.0,67.0,6.3,171.0,60,2
FIFA 17,17,2016.0,0,7,0.43,2.05,0.0,0.17,2.65,84.0,50.0,5.5,201.0,27,0
Tom Clancy's Splinter Cell,6,2003.0,8,5,1.15,1.11,0.0,0.4,2.65,89.0,24.0,7.7,102.0,149,2
Need for Speed: Shift,5,2009.0,2,7,0.69,1.4,0.04,0.52,2.65,84.0,55.0,6.9,113.0,150,0
Medal of Honor Heroes,16,2006.0,6,7,0.86,1.11,0.01,0.66,2.65,71.0,24.0,7.9,47.0,151,2
Final Fantasy XIII-2,5,2011.0,3,15,0.78,0.73,0.89,0.23,2.63,79.0,53.0,6.6,707.0,46,2
Midnight Club: Street Racing,6,2000.0,2,2,2.0,0.47,0.02,0.14,2.63,78.0,18.0,7.8,21.0,152,2
Skate 3,4,2010.0,0,7,1.47,0.93,0.0,0.24,2.63,80.0,65.0,8,127.0,30,2
ESPN NFL 2K5,6,2004.0,0,8,2.15,0.12,0.0,0.36,2.62,90.0,37.0,8.2,84.0,83,0
Halo Wars,4,2009.0,11,1,1.54,0.8,0.04,0.24,2.62,82.0,92.0,7.2,454.0,153,2
NBA 2K12,4,2011.0,0,2,2.31,0.14,0.01,0.16,2.62,90.0,42.0,7.7,134.0,83,0
FIFA Soccer 10,4,2009.0,0,7,0.59,1.79,0.01,0.23,2.62,90.0,63.0,7.5,133.0,18,0
Medal of Honor,4,2010.0,6,7,1.56,0.8,0.04,0.21,2.61,74.0,71.0,6.7,288.0,154,1
Harry Potter and the Chamber of Secrets,6,2002.0,8,7,0.9,1.22,0.04,0.44,2.61,71.0,16.0,7.6,49.0,22,0
God of War Collection,5,2009.0,8,3,1.7,0.44,0.06,0.4,2.6,91.0,50.0,8.7,529.0,66,1
NBA Live 2005,6,2004.0,0,7,2.03,0.21,0.0,0.35,2.59,84.0,21.0,8.1,44.0,35,0
Mario Strikers Charged,0,2007.0,0,0,1.05,1.05,0.24,0.24,2.58,79.0,47.0,8,124.0,68,3
FIFA Soccer 09,5,2008.0,0,7,0.48,1.63,0.04,0.43,2.58,87.0,42.0,7.5,108.0,35,0
Style Savvy,3,2008.0,7,0,0.62,0.82,0.96,0.18,2.58,73.0,4.0,7.7,7.0,155,0
WWE SmackDown vs. RAW 2007,6,2006.0,9,28,1.4,0.88,0.03,0.26,2.58,80.0,27.0,8.6,57.0,156,2
LEGO Star Wars: The Complete Saga,4,2007.0,8,18,1.53,0.81,0.0,0.24,2.57,80.0,24.0,7.4,114.0,50,3
Madden NFL 08,6,2007.0,0,7,2.14,0.08,0.0,0.35,2.57,78.0,11.0,7.8,17.0,57,0
Monster Hunter Freedom 2,16,2007.0,3,12,0.37,0.27,1.75,0.18,2.57,72.0,38.0,8.7,83.0,48,2
Sonic Adventure 2 Battle,19,2001.0,1,8,1.7,0.59,0.21,0.07,2.56,73.0,28.0,8.3,179.0,125,0
Madden NFL 13,5,2012.0,0,7,2.11,0.22,0.0,0.23,2.56,83.0,22.0,5.5,101.0,57,0
Dragon Age: Origins,4,2009.0,3,7,1.76,0.55,0.03,0.22,2.56,86.0,68.0,7.9,725.0,116,1
Pokémon Colosseum,19,2003.0,3,0,1.21,0.57,0.7,0.07,2.54,73.0,37.0,8,89.0,157,0
LittleBigPlanet,16,2009.0,1,3,0.64,1.22,0.01,0.67,2.54,87.0,68.0,7.8,98.0,47,3
Madden NFL 09,4,2008.0,0,7,2.21,0.12,0.0,0.2,2.53,83.0,50.0,7,125.0,57,0
Crazy Taxi,6,2001.0,2,30,1.13,1.12,0.06,0.22,2.52,80.0,15.0,7.9,46.0,158,2
Art Academy,3,2010.0,5,0,0.26,1.65,0.33,0.28,2.52,75.0,15.0,8,5.0,159,0
NBA 2K14,4,2013.0,0,2,2.1,0.19,0.0,0.23,2.52,87.0,23.0,4.9,150.0,83,0
Skylanders Giants,0,2012.0,8,4,1.48,0.83,0.0,0.21,2.52,78.0,8.0,7,20.0,140,3
Deca Sports,0,2008.0,0,14,1.11,0.85,0.29,0.25,2.5,50.0,23.0,5.4,16.0,160,0
Marvel: Ultimate Alliance,4,2006.0,3,4,2.29,0.02,0.0,0.19,2.5,82.0,68.0,7.5,120.0,161,2
Mortal Kombat: Deadly Alliance,6,2002.0,9,39,1.81,0.52,0.0,0.15,2.49,79.0,31.0,8.8,96.0,162,1
Game Party,0,2007.0,5,39,1.47,0.77,0.0,0.24,2.48,25.0,8.0,4.3,26.0,162,0
Bloodborne,9,2015.0,8,3,1.03,0.81,0.26,0.38,2.48,92.0,100.0,8.6,6383.0,163,1
Mario Party 4,19,2002.0,5,0,1.13,0.36,0.92,0.07,2.47,70.0,26.0,7.4,74.0,21,0
Pure,4,2008.0,2,32,1.38,0.84,0.0,0.25,2.47,85.0,55.0,7.7,83.0,164,0
NBA 2K13,5,2012.0,0,2,1.73,0.43,0.05,0.27,2.47,90.0,26.0,8,99.0,83,0
Saints Row: The Third,5,2011.0,8,28,0.86,1.04,0.18,0.38,2.47,82.0,50.0,7.7,384.0,119,1
Resistance 2,5,2008.0,6,3,1.15,0.84,0.1,0.38,2.46,87.0,79.0,6.1,1889.0,73,1
NBA 2K15,9,2014.0,0,2,1.47,0.54,0.01,0.43,2.45,83.0,50.0,7,291.0,83,0
Final Fantasy Tactics,12,1997.0,3,9,0.93,0.12,1.34,0.06,2.45,83.0,12.0,8.2,190.0,14,2
Midnight Club: Los Angeles,5,2008.0,2,2,1.56,0.53,0.05,0.31,2.45,82.0,50.0,8.2,100.0,39,2
The Sims: Bustin' Out,6,2003.0,7,7,1.07,1.19,0.0,0.18,2.43,81.0,26.0,8.4,42.0,89,2
LEGO Harry Potter: Years 1-4,0,2010.0,8,19,1.28,0.93,0.0,0.22,2.43,79.0,13.0,8,34.0,50,3
Call of Duty: Infinite Warfare,17,2016.0,6,4,1.46,0.74,0.0,0.22,2.42,78.0,17.0,3.1,290.0,7,1
Madden NFL 16,17,2015.0,0,7,2.08,0.08,0.0,0.26,2.42,84.0,23.0,6.1,124.0,18,0
Tom Clancy's Rainbow Six: Vegas 2,4,2008.0,6,5,1.56,0.6,0.02,0.23,2.42,82.0,66.0,7.8,176.0,52,1
Need for Speed Carbon: Own the City,16,2006.0,2,7,0.87,0.97,0.0,0.58,2.42,73.0,14.0,7.9,39.0,35,3
Dragon Ball Z: Budokai 2,6,2003.0,9,10,1.63,0.22,0.51,0.06,2.41,66.0,28.0,8.2,92.0,117,2
pro evolution soccer 2011,5,2010.0,0,14,0.29,1.17,0.54,0.41,2.41,77.0,40.0,6.8,85.0,69,0
ATV Offroad Fury,6,2001.0,2,3,2.07,0.26,0.0,0.08,2.41,82.0,16.0,8.4,53.0,167,0
Need for Speed: ProStreet,6,2007.0,2,7,0.69,0.0,0.04,1.68,2.41,62.0,11.0,6.2,34.0,168,3
