Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas NA,Vendas EU,Vendas JP,Outras vendas,Vendas globais,Pontuacao da critica,Contagem de criticas,Pontuacao dos usuarios,Contagem de usuarios,Desenvolvedora,Classificacao,Media de pontuacao
Grand Theft Auto: Vice City Stories,17,2006.0,9,3,1.7,1.99,0.16,1.18,5.03,86.0,50.0,8.0,150.0,26,2,47.0
Tony Hawk's Pro Skater,13,1999.0,1,5,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0,61,3,50.6
Warzone 2100,13,1999.0,12,22,2.79,1.89,0.0,0.33,5.01,0.0,0.0,0.0,0.0,0,0,0.0
Spyro the Dragon,13,1998.0,2,4,3.36,1.36,0.07,0.21,5.0,0.0,0.0,0.0,0.0,0,0,0.0
Guitar Hero III: Legends of Rock,7,2007.0,6,5,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,46.0,62,3,45.1
Link's Crossbow Training,1,2007.0,7,1,3.05,1.17,0.29,0.46,4.98,68.0,34.0,7.1,47.0,1,3,37.55
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,4,2007.0,4,1,1.83,1.19,1.54,0.37,4.93,0.0,0.0,0.0,0.0,0,0,0.0
Fallout 3,5,2008.0,4,7,3.4,0.99,0.09,0.45,4.93,93.0,84.0,8.5,1655.0,18,2,50.75
Uncharted: Drake's Fortune,6,2007.0,9,4,2.31,1.72,0.12,0.77,4.92,88.0,66.0,8.1,2306.0,63,3,48.05
Madden NFL 06,7,2005.0,1,8,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8.0,121.0,19,1,48.0
Diddy Kong Racing,12,1997.0,3,1,2.91,0.99,0.89,0.1,4.88,0.0,0.0,0.0,0.0,0,0,0.0
Monster Hunter Freedom 3,17,2010.0,4,13,0.0,0.0,4.87,0.0,4.87,0.0,0.0,0.0,0.0,0,0,0.0
Super Smash Bros. for Wii U and 3DS,19,2014.0,10,1,2.6,1.08,0.81,0.38,4.87,0.0,0.0,0.0,0.0,0,0,0.0
Dr. Mario,2,1990.0,5,1,2.62,0.6,1.52,0.1,4.85,0.0,0.0,0.0,0.0,0,0,0.0
StarCraft II: Wings of Liberty,15,2010.0,12,5,2.57,1.68,0.0,0.58,4.84,93.0,82.0,8.2,3052.0,42,3,50.6
Assassin's Creed,6,2007.0,11,6,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,769.0,53,2,44.15
God of War III,6,2010.0,9,4,2.74,1.33,0.12,0.61,4.8,92.0,101.0,8.7,2633.0,64,2,50.35
Crash Team Racing,13,1999.0,3,4,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9.0,233.0,34,1,48.5
LEGO Star Wars: The Complete Saga,4,2007.0,9,19,2.83,1.48,0.0,0.45,4.76,80.0,9.0,5.4,46.0,65,1,42.7
Driver 2,13,2000.0,9,11,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,92.0,43,3,34.85
Batman: Arkham City,5,2011.0,9,20,2.99,1.27,0.04,0.42,4.73,94.0,87.0,8.7,1472.0,55,3,51.35
The Last of Us,10,2014.0,9,4,1.88,2.0,0.07,0.77,4.71,0.0,0.0,0.0,0.0,0,0,0.0
The Simpsons: Hit & Run,7,2003.0,3,24,1.73,2.19,0.0,0.79,4.7,0.0,0.0,0.0,0.0,0,0,0.0
Tony Hawk's Pro Skater 2,13,2000.0,1,5,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,299.0,61,3,52.85
The Lord of the Rings: The Two Towers,7,2002.0,9,8,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,66,3,45.1
Tomb Raider,13,1996.0,9,22,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,147.0,57,3,49.8
Animal Crossing: City Folk,1,2008.0,8,1,1.82,1.12,1.32,0.36,4.62,73.0,50.0,7.6,119.0,1,1,40.3
Uncharted: The Nathan Drake Collection,10,2015.0,9,4,2.07,1.71,0.08,0.76,4.62,86.0,78.0,8.1,1264.0,67,3,47.05
The Legend of Zelda: A Link to the Past,8,1991.0,9,1,2.42,0.91,1.15,0.13,4.61,0.0,0.0,0.0,0.0,0,0,0.0
The Legend of Zelda: The Wind Waker,20,2002.0,9,1,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,968.0,1,1,52.45
Guitar Hero III: Legends of Rock,1,2007.0,6,5,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0,68,3,47.2
Luigi's Mansion: Dark Moon,11,2013.0,9,1,1.8,1.39,1.11,0.29,4.59,86.0,74.0,8.4,458.0,69,1,47.2
Forza Motorsport 4,5,2011.0,3,2,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,617.0,54,1,49.6
Mario & Sonic at the Olympic Winter Games,1,2009.0,1,9,1.87,1.96,0.22,0.48,4.53,0.0,0.0,0.0,0.0,0,0,0.0
Madden NFL 2005,7,2004.0,1,8,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0,58,1,49.45
Guitar Hero III: Legends of Rock,5,2007.0,6,5,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,165.0,61,3,46.45
Pitfall!,16,1981.0,2,5,4.21,0.24,0.0,0.05,4.5,0.0,0.0,0.0,0.0,0,0,0.0
Madden NFL 07,7,2006.0,1,8,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,19,1,46.1
Halo 5: Guardians,18,2015.0,7,2,2.78,1.27,0.03,0.41,4.48,84.0,101.0,6.4,2438.0,16,3,45.2
Spider-Man: The Movie,7,2002.0,9,5,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,41.0,7,1,41.95
Dragon Quest VII: Warriors of Eden,13,2000.0,4,25,0.2,0.14,4.1,0.02,4.47,0.0,0.0,0.0,0.0,0,0,0.0
Call of Duty: Infinite Warfare,10,2016.0,7,5,1.61,2.0,0.15,0.71,4.46,77.0,82.0,3.4,1129.0,8,2,40.2
God of War,7,2005.0,9,4,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,997.0,64,2,51.45
Splatoon,19,2015.0,7,1,1.54,1.18,1.46,0.26,4.43,81.0,88.0,8.5,1184.0,1,4,44.75
Nintendo Land,19,2012.0,6,1,2.52,1.11,0.46,0.33,4.42,77.0,61.0,7.9,471.0,1,4,42.45
Tony Hawk's Pro Skater 3,7,2001.0,1,5,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0,61,3,52.25
Winning Eleven: Pro Evolution Soccer 2007,7,2006.0,1,15,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0,70,1,47.45
The Elder Scrolls IV: Oblivion,5,2006.0,4,3,2.82,1.03,0.13,0.4,4.38,94.0,90.0,8.7,1109.0,71,2,51.35
Zelda II: The Adventure of Link,2,1987.0,11,1,2.19,0.5,1.61,0.08,4.38,0.0,0.0,0.0,0.0,0,0,0.0
Need for Speed: Most Wanted,7,2005.0,3,8,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.1,137.0,36,3,45.55
Michael Jackson: The Experience,1,2010.0,6,6,2.64,1.33,0.01,0.39,4.36,56.0,37.0,8.3,31.0,72,4,32.15
Call of Duty: Advanced Warfare,6,2014.0,7,5,1.56,1.93,0.19,0.68,4.36,0.0,0.0,4.8,207.0,73,2,2.4
Resistance: Fall of Man,6,2006.0,7,4,1.74,1.72,0.14,0.75,4.34,86.0,70.0,8.1,715.0,74,2,47.05
Sonic the Hedgehog,21,1991.0,2,9,3.03,0.91,0.26,0.13,4.34,0.0,0.0,0.0,0.0,0,0,0.0
Kingdom Hearts II,7,2005.0,4,16,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9.0,766.0,47,4,48.0
The Legend of Zelda: Ocarina of Time,11,2011.0,9,1,2.09,1.31,0.62,0.31,4.33,0.0,0.0,0.0,0.0,0,0,0.0
Super Mario 3D World,19,2013.0,2,1,2.11,1.16,0.73,0.32,4.32,93.0,83.0,9.0,1607.0,1,1,51.0
Minecraft,10,2014.0,6,17,1.48,2.02,0.14,0.68,4.32,0.0,0.0,0.0,0.0,0,0,0.0
Asteroids,16,1980.0,7,11,4.0,0.26,0.0,0.05,4.31,0.0,0.0,0.0,0.0,0,0,0.0
Call of Duty: Advanced Warfare,5,2014.0,7,5,2.77,1.11,0.0,0.4,4.29,0.0,0.0,4.9,221.0,73,2,2.45
FIFA 15,6,2014.0,1,8,0.58,3.02,0.04,0.64,4.28,0.0,0.0,4.5,109.0,19,1,2.25
Fable II,5,2008.0,4,2,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2423.0,60,2,47.75
Namco Museum,9,2001.0,6,26,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0,75,1,43.15
Batman: Arkham Asylum,6,2009.0,9,22,2.24,1.31,0.07,0.61,4.23,91.0,70.0,8.9,1122.0,55,3,49.95
Metal Gear Solid 3: Snake Eater,7,2004.0,9,15,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,955.0,45,2,50.15
Assassin's Creed: Revelations,6,2011.0,9,6,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,613.0,53,2,43.75
Fallout 4,18,2015.0,4,7,2.51,1.32,0.01,0.38,4.22,88.0,39.0,6.2,1749.0,18,2,47.1
FIFA 14,5,2013.0,1,8,0.92,2.89,0.01,0.4,4.22,84.0,41.0,4.2,435.0,36,1,44.1
Daxter,17,2006.0,2,4,2.45,1.01,0.0,0.75,4.21,85.0,59.0,8.7,109.0,76,4,46.85
Warcraft II: Tides of Darkness,15,1995.0,12,5,1.7,2.27,0.0,0.23,4.21,0.0,0.0,0.0,0.0,0,0,0.0
FIFA Soccer 06,7,2005.0,1,8,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,36,1,43.9
EyeToy Play,7,2003.0,6,4,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,77,1,43.75
Gran Turismo 5 Prologue,6,2007.0,3,4,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0,5,1,43.55
Assassin's Creed: Revelations,5,2011.0,9,6,2.25,1.47,0.04,0.43,4.19,80.0,77.0,7.2,564.0,53,2,43.6
FIFA 12,5,2011.0,1,8,0.84,2.78,0.02,0.53,4.18,0.0,0.0,0.0,0.0,0,0,0.0
Teenage Mutant Ninja Turtles,2,1989.0,9,27,3.38,0.44,0.31,0.04,4.17,0.0,0.0,0.0,0.0,0,0,0.0
Street Fighter IV,6,2009.0,10,13,2.03,1.04,0.58,0.52,4.16,94.0,61.0,7.3,330.0,49,3,50.65
Excitebike,2,1984.0,3,1,2.04,0.48,1.57,0.07,4.16,0.0,0.0,0.0,0.0,0,0,0.0
Frogger,13,1997.0,9,28,3.79,0.27,0.0,0.11,4.16,0.0,0.0,0.0,0.0,0,0,0.0
Madden NFL 2003,7,2002.0,1,8,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,19,1,51.35
Half-Life,15,1997.0,7,24,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3161.0,78,2,52.55
Super Mario World 2: Yoshi's Island,8,1995.0,2,1,1.65,0.61,1.76,0.09,4.12,0.0,0.0,0.0,0.0,0,0,0.0
FIFA Soccer 07,7,2006.0,1,8,0.71,2.48,0.03,0.89,4.11,0.0,0.0,0.0,0.0,0,0,0.0
Street Fighter II Turbo,8,1992.0,10,13,1.42,0.51,2.1,0.07,4.1,0.0,0.0,0.0,0.0,0,0,0.0
World of Warcraft: The Burning Crusade,15,2007.0,4,5,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,785.0,42,3,49.45
Battlefield 1,10,2016.0,7,8,1.1,2.15,0.21,0.61,4.08,88.0,31.0,8.4,809.0,30,2,48.2
God of War II,7,2007.0,9,4,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,709.0,64,2,50.95
World Soccer Winning Eleven 9,7,2005.0,1,15,0.12,2.26,0.9,0.77,4.06,0.0,0.0,8.2,23.0,70,1,4.1
Fallout: New Vegas,5,2010.0,4,7,2.66,1.03,0.04,0.33,4.05,84.0,81.0,8.1,769.0,79,2,46.05
Forza Motorsport 2,5,2007.0,3,2,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0,54,1,49.15
Carnival Games,1,2007.0,6,3,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6.0,44.0,80,1,31.0
Watch Dogs,10,2014.0,9,6,1.4,1.9,0.11,0.64,4.05,80.0,80.0,6.3,2996.0,53,2,43.15
Namco Museum Vol.3,13,1996.0,6,4,2.28,1.55,0.16,0.06,4.05,0.0,0.0,0.0,0.0,0,0,0.0
Tekken Tag Tournament,7,2000.0,10,26,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,117.0,33,3,46.75
Far Cry 4,10,2014.0,7,6,1.13,2.18,0.1,0.63,4.04,85.0,83.0,7.7,1653.0,53,2,46.35
Star Fox 64,12,1997.0,7,1,2.78,0.58,0.64,0.04,4.03,0.0,0.0,0.0,0.0,0,0,0.0
Golf,2,1984.0,1,1,1.22,0.28,2.46,0.04,4.01,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Left 4 Dead 2,5,2009.0,7,8,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,681.0,78,2,48.8
The Witcher 3: Wild Hunt,10,2015.0,4,26,1.02,2.13,0.23,0.59,3.97,92.0,79.0,9.2,10179.0,82,2,50.6
Assassin's Creed: Unity,10,2014.0,9,6,1.19,2.07,0.08,0.62,3.96,70.0,40.0,4.9,2050.0,83,2,37.45
Batman: Arkham Knight,10,2015.0,9,20,1.53,1.69,0.1,0.64,3.95,87.0,89.0,7.6,2679.0,55,2,47.3
The Legend of Zelda: Skyward Sword,1,2011.0,9,1,2.03,1.16,0.37,0.38,3.95,93.0,81.0,8.0,1958.0,1,4,50.5
Fallout 3,6,2008.0,4,7,2.15,1.13,0.07,0.59,3.94,90.0,57.0,8.0,910.0,18,2,49.0
Professor Layton and the Diabolical Box,4,2007.0,5,1,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,72.0,50,4,46.4
Donkey Kong Land,3,1994.0,2,1,1.97,0.76,1.07,0.11,3.91,0.0,0.0,0.0,0.0,0,0,0.0
EA Sports Active,1,2009.0,1,8,2.09,1.35,0.06,0.4,3.9,81.0,27.0,8.7,39.0,36,1,44.85
Tony Hawk's Underground,7,2003.0,1,5,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,61,3,49.35
Monster Hunter 4 Ultimate,11,2014.0,4,1,0.68,0.48,2.62,0.11,3.89,86.0,80.0,8.7,348.0,49,3,47.35
The Elder Scrolls V: Skyrim,15,2011.0,4,7,1.16,2.12,0.0,0.6,3.88,94.0,32.0,8.1,9073.0,18,2,51.05
NBA 2K16,10,2015.0,1,3,2.49,0.66,0.03,0.69,3.88,87.0,51.0,6.7,364.0,84,4,46.85
Tekken 5,7,2005.0,10,26,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.6,229.0,33,3,48.3
Dragon Warrior III,2,1988.0,4,25,0.1,0.0,3.77,0.0,3.87,0.0,0.0,0.0,0.0,0,0,0.0
MotorStorm,6,2006.0,3,4,1.53,1.6,0.06,0.67,3.87,84.0,9.0,7.4,220.0,85,3,45.7
Nintendogs + cats,11,2011.0,8,1,1.44,1.41,0.73,0.27,3.85,0.0,0.0,0.0,0.0,0,0,0.0
World Soccer Winning Eleven 8 International,7,2004.0,1,15,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38.0,86,1,50.05
Sports Champions,6,2010.0,1,4,2.13,1.12,0.1,0.5,3.84,76.0,64.0,7.9,104.0,87,4,41.95
Namco Museum Vol.1,13,1995.0,6,4,2.12,1.44,0.22,0.06,3.84,0.0,0.0,0.0,0.0,0,0,0.0
The Legend of Zelda: Link's Awakening,3,1992.0,9,1,2.21,0.96,0.54,0.13,3.83,0.0,0.0,0.0,0.0,0,0,0.0
Call of Duty: Ghosts,10,2013.0,7,5,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1564.0,8,2,40.85
Flash Focus: Vision Training in Minutes a Day,4,2007.0,6,1,0.86,1.56,1.05,0.35,3.83,59.0,22.0,4.0,4.0,88,1,31.5
Tom Clancy's The Division,10,2016.0,7,6,1.35,1.7,0.15,0.6,3.8,80.0,64.0,7.0,2219.0,89,2,43.5
Big Brain Academy: Wii Degree,1,2007.0,6,1,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,1,1,37.45
Resident Evil Director's Cut,13,1996.0,9,18,1.82,1.24,0.47,0.25,3.77,0.0,0.0,0.0,0.0,0,0,0.0
Mario & Luigi: Bowser's Inside Story,4,2009.0,4,1,2.23,0.47,0.81,0.26,3.77,0.0,0.0,0.0,0.0,0,0,0.0
LEGO Indiana Jones: The Original Adventures,5,2008.0,9,5,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,66.0,51,4,42.25
The Sims: Unleashed,15,2002.0,8,8,2.03,1.56,0.0,0.17,3.76,79.0,21.0,8.0,29.0,90,3,43.5
Ratchet & Clank: Size Matters,17,2007.0,2,4,1.4,1.39,0.1,0.86,3.74,0.0,0.0,0.0,0.0,0,0,0.0
Harry Potter and the Sorcerer's Stone,13,2001.0,9,8,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,41.0,91,1,35.75
Mario & Sonic at the London 2012 Olympic Games,1,2011.0,1,9,1.12,1.87,0.27,0.45,3.72,0.0,0.0,0.0,0.0,0,0,0.0
Resident Evil 3: Nemesis,13,1999.0,9,22,1.3,0.77,1.54,0.11,3.72,0.0,0.0,0.0,0.0,0,0,0.0
Super Paper Mario,1,2007.0,2,1,1.95,0.86,0.59,0.31,3.71,85.0,56.0,7.9,417.0,56,1,46.45
Spyro: Year of the Dragon,13,2000.0,2,4,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,207.0,74,1,49.9
Assassin's Creed IV: Black Flag,6,2013.0,9,6,1.33,1.68,0.13,0.57,3.71,88.0,36.0,8.1,840.0,13,2,48.05
FIFA Soccer 2005,7,2004.0,1,8,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0,36,1,44.3
Pokémon Trading Card Game,3,1998.0,12,1,1.49,0.73,1.38,0.1,3.7,0.0,0.0,0.0,0.0,0,0,0.0
Friend Collection,4,2009.0,6,1,0.0,0.0,3.67,0.0,3.67,0.0,0.0,0.0,0.0,0,0,0.0
Tony Hawk's Pro Skater 4,7,2002.0,1,5,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,128.0,61,3,51.25
Star Wars Battlefront (2015),18,2015.0,7,8,2.04,1.28,0.02,0.32,3.66,0.0,0.0,0.0,0.0,0,0,0.0
MySims,4,2007.0,8,8,1.58,1.59,0.08,0.41,3.66,67.0,15.0,7.3,13.0,92,1,37.15
Midnight Club 3: DUB Edition,17,2005.0,3,3,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0,26,4,41.2
Banjo-Kazooie,12,1998.0,2,1,1.87,1.13,0.55,0.1,3.65,0.0,0.0,0.0,0.0,0,0,0.0
SOCOM: U.S. Navy SEALs,7,2002.0,7,4,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,82.0,93,2,44.95
Jak and Daxter: The Precursor Legacy,7,2001.0,2,4,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,312.0,34,1,49.35
Pokemon Snap,12,1999.0,8,1,2.23,0.68,0.66,0.06,3.63,0.0,0.0,0.0,0.0,0,0,0.0
Pro Evolution Soccer 2008,7,2007.0,1,15,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0,70,1,44.95
Resident Evil 4,7,2005.0,9,13,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1013.0,49,2,52.45
Guitar Hero: World Tour,1,2008.0,6,5,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0,68,3,46.8
FIFA Soccer 10,6,2009.0,1,8,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.6,203.0,19,1,49.3
Star Wars: Battlefront,7,2004.0,7,19,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,142.0,94,3,45.35
Doom II: Hell on Earth,15,1994.0,7,18,2.05,1.4,0.0,0.16,3.61,0.0,0.0,0.0,0.0,0,0,0.0
The Simpsons: Road Rage,7,2001.0,3,8,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,95,3,35.85
Luigi's Mansion,20,2001.0,9,1,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.5,161.0,1,1,43.25
Battlefield 4,10,2013.0,7,8,1.35,1.55,0.17,0.51,3.59,85.0,18.0,6.9,1580.0,30,2,45.95
Star Wars: Battlefront II,7,2005.0,7,19,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9.0,268.0,94,3,46.5
Just Dance 2014,1,2013.0,6,6,1.88,1.39,0.0,0.31,3.59,0.0,0.0,6.2,10.0,13,4,3.1
Cooking Mama 2: Dinner With Friends,4,2007.0,8,12,1.6,1.49,0.1,0.39,3.58,70.0,39.0,8.0,9.0,96,1,39.0
WWF SmackDown!,13,2000.0,10,29,2.01,1.35,0.06,0.16,3.58,0.0,0.0,0.0,0.0,0,0,0.0
Croc: Legend of the Gobbos,13,1997.0,2,30,1.57,1.79,0.0,0.2,3.56,0.0,0.0,0.0,0.0,0,0,0.0
Grand Theft Auto: Liberty City Stories,7,2006.0,9,3,1.56,1.4,0.07,0.5,3.54,78.0,49.0,7.8,112.0,26,2,42.9
The Getaway,7,2002.0,9,4,1.23,1.77,0.05,0.49,3.54,72.0,49.0,6.8,88.0,97,2,39.4
Tomb Raider III: Adventures of Lara Croft,13,1997.0,9,22,1.66,1.58,0.12,0.18,3.54,0.0,0.0,0.0,0.0,0,0,0.0
James Bond 007: Agent Under Fire,7,2001.0,7,8,1.9,1.13,0.1,0.41,3.53,72.0,27.0,7.9,48.0,98,3,39.95
LEGO Star Wars: The Video Game,7,2005.0,9,22,1.98,1.14,0.01,0.41,3.53,0.0,0.0,0.0,0.0,0,0,0.0
Rugrats in Paris: The Movie,13,2000.0,9,29,1.96,1.33,0.0,0.23,3.52,0.0,0.0,0.0,0.0,0,0,0.0
FIFA Soccer 11,5,2010.0,1,8,0.71,2.39,0.02,0.4,3.52,88.0,66.0,7.5,155.0,19,1,47.75
Spyro 2: Ripto's Rage!,13,1999.0,2,4,2.14,1.21,0.01,0.17,3.52,0.0,0.0,0.0,0.0,0,0,0.0
Left 4 Dead,5,2008.0,7,8,2.66,0.49,0.05,0.3,3.51,89.0,67.0,7.9,1309.0,99,2,48.45
Donkey Kong Country 3: Dixie Kong's Double Trouble!,8,1996.0,2,1,1.17,0.5,1.75,0.08,3.51,0.0,0.0,0.0,0.0,0,0,0.0
Assassin's Creed: Unity,18,2014.0,9,6,2.27,0.9,0.0,0.33,3.5,72.0,59.0,4.1,1005.0,83,2,38.05
Kung Fu,2,1985.0,9,1,1.64,0.38,1.42,0.06,3.5,0.0,0.0,0.0,0.0,0,0,0.0
Resident Evil 5,5,2009.0,9,13,2.11,0.93,0.12,0.34,3.5,83.0,91.0,7.5,523.0,49,2,45.25
Assassin's Creed: Brotherhood,5,2010.0,9,6,2.85,0.38,0.03,0.24,3.49,89.0,81.0,8.3,693.0,53,2,48.65
FIFA Soccer 2004,7,0.0,1,8,0.59,2.36,0.04,0.51,3.49,84.0,20.0,6.4,76.0,36,1,45.2
Battlefield 4,6,2013.0,7,8,1.3,1.42,0.27,0.5,3.49,80.0,14.0,5.8,579.0,30,2,42.9
Batman: Arkham Asylum,5,2009.0,9,22,2.2,0.95,0.02,0.31,3.48,92.0,78.0,8.7,1080.0,55,3,50.35
Battlefield 4,5,2013.0,7,8,2.15,1.01,0.02,0.31,3.48,79.0,21.0,5.6,542.0,30,2,42.3
Battlefield: Bad Company 2,5,2010.0,7,8,2.1,1.01,0.04,0.32,3.47,88.0,75.0,8.6,869.0,30,2,48.3
Mario & Sonic at the Olympic Winter Games,4,2009.0,1,9,1.21,1.62,0.27,0.37,3.46,0.0,0.0,0.0,0.0,0,0,0.0
Guitar Hero: On Tour,4,2008.0,6,5,2.1,1.01,0.01,0.35,3.46,71.0,70.0,8.8,29.0,68,4,39.9
Clubhouse Games,4,2006.0,6,1,0.59,1.79,0.73,0.34,3.45,83.0,30.0,8.4,28.0,100,1,45.7
Monster Hunter 4,11,2013.0,4,13,0.0,0.0,3.44,0.0,3.44,0.0,0.0,0.0,0.0,0,0,0.0
Borderlands,5,2009.0,7,3,2.4,0.71,0.03,0.29,3.44,84.0,83.0,8.2,715.0,101,2,46.1
Tekken 4,7,2002.0,10,26,1.55,1.27,0.33,0.29,3.44,79.0,23.0,8.3,126.0,33,3,43.65
Final Fantasy III,8,1994.0,4,10,0.86,0.0,2.55,0.02,3.42,0.0,0.0,0.0,0.0,0,0,0.0
Grand Theft Auto 2,13,1998.0,9,3,1.13,2.07,0.0,0.22,3.42,70.0,15.0,8.0,67.0,9,3,39.0
Metal Gear Solid V: The Phantom Pain,10,2015.0,9,15,1.09,1.36,0.49,0.48,3.41,93.0,86.0,8.2,3943.0,102,2,50.6
Spider-Man 2,7,2004.0,9,5,1.75,1.2,0.02,0.43,3.41,80.0,50.0,8.9,106.0,7,3,44.45
F-1 Race,3,1990.0,3,1,1.73,0.69,0.59,0.4,3.41,0.0,0.0,0.0,0.0,0,0,0.0
FIFA Soccer 2003,7,2002.0,1,8,0.46,2.28,0.05,0.61,3.4,88.0,15.0,6.7,35.0,36,1,47.35
LittleBigPlanet 2,6,2011.0,2,4,1.83,1.05,0.06,0.46,3.39,91.0,86.0,8.4,657.0,103,1,49.7
Crash Bash,13,2000.0,6,4,1.56,1.47,0.19,0.17,3.39,68.0,12.0,8.2,99.0,104,1,38.1
Assassin's Creed Syndicate,10,2015.0,9,6,0.81,1.99,0.07,0.52,3.39,76.0,86.0,6.8,1319.0,105,2,41.4
LEGO Batman: The Videogame,5,2008.0,9,20,2.04,1.02,0.0,0.32,3.38,76.0,49.0,7.9,75.0,51,4,41.95
Destiny,18,2014.0,7,5,2.14,0.92,0.0,0.31,3.37,75.0,11.0,5.5,1735.0,12,3,40.25
WWF War Zone,13,1998.0,10,31,2.47,0.76,0.0,0.13,3.36,0.0,0.0,0.0,0.0,0,0,0.0
The Legend of Zelda: Majora's Mask,12,2000.0,9,1,1.9,0.67,0.73,0.06,3.36,0.0,0.0,0.0,0.0,0,0,0.0
Far Cry 3,6,2012.0,7,6,0.88,1.7,0.1,0.67,3.35,90.0,32.0,8.5,1041.0,53,2,49.25
Rugrats: Search For Reptar,13,1998.0,11,29,1.63,1.53,0.0,0.18,3.34,0.0,0.0,0.0,0.0,0,0,0.0
English Training: Have Fun Improving Your Skills!,4,2006.0,6,1,0.0,0.99,2.32,0.02,3.33,0.0,0.0,0.0,0.0,0,0,0.0
James Bond 007: Nightfire,7,2002.0,7,8,1.45,1.29,0.12,0.46,3.33,77.0,20.0,8.5,66.0,104,3,42.75
Ratchet & Clank,7,2002.0,2,4,1.44,1.01,0.57,0.3,3.33,0.0,0.0,0.0,0.0,0,0,0.0
Monster Hunter X,11,2015.0,9,13,0.27,0.21,2.79,0.05,3.32,0.0,0.0,0.0,0.0,0,0,0.0
Star Wars Episode III: Revenge of the Sith,7,2005.0,9,19,1.47,1.39,0.03,0.43,3.32,60.0,34.0,7.2,82.0,106,3,33.6
The Legend of Zelda: Spirit Tracks,4,2009.0,9,1,1.4,0.91,0.74,0.26,3.31,87.0,75.0,7.8,228.0,1,4,47.4
